Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Website,Founded Date,Founded Date Precision,Industry Groups,Number of Employees,Stock Symbol,Stock Symbol URL,Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Aberdeen - Software Spend,Aberdeen - Software Spend Currency,Aberdeen - Software Spend Currency (in USD),Aberdeen - Communications Spend,Aberdeen - Communications Spend Currency,Aberdeen - Communications Spend Currency (in USD),Number of Acquisitions,Acquisition Status,IPqwery - IP Activity Score,G2 Stack - Total Products Active,G2 Stack - Total Product Changes,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,BuiltWith - Tech Changes (%),BuiltWith - Active Tech Count,SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Estimated Revenue Range,Operating Status,Last Layoff Mention Date,Aberdeen - Services Spend,Aberdeen - Services Spend Currency,Aberdeen - Services Spend Currency (in USD),Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Procore,https://www.crunchbase.com/organization/procore-technologies,"Construction, Internet, SaaS, Software","Carpinteria, California, United States",Procore is a software company that provides cloud-based construction management software.,http://www.procore.com,2003-01-01,year,"Internet Services, Real Estate, Software",1001-5000,PCOR,https://www.crunchbase.com/ipo/procore-technologies-ipo--a2614b0f,0.1,-0.1,-1,30885618,USD,30885618,5133013,USD,5133013,1084312,USD,1084312,8,Made Acquisitions,2.6,102,3.03%,8,"42,313",0%,137,"2,458,496","3,935,144.83",-10.07%,"33,806","3,925",13.14%,"West Coast, Western US",$100M to $500M,Active,2020-07-28,8120339,USD,8120339,16,IPO,2020-07-10,,,,Secondary Market,649954981,USD,649954981
CityMall,https://www.crunchbase.com/organization/citymall,"Consumer Goods, E-Commerce, Lifestyle","Gurgaon, Haryana, India","CityMall is a social commerce venture targetted at new to internet users living in Tier-2, 3 cities and villages.",https://citymall.live,2019-01-01,year,"Commerce and Shopping, Community and Lifestyle, Consumer Goods",101-250,,,-0.1,-0.1,-0.1,,,,,,,,,,,,,5,-16.67%,,,0%,36,"126,172","204,947",50.4%,"328,793","-93,552",-22.15%,Asia-Pacific (APAC),$1M to $10M,Active,2022-06-19,,,,6,Late Stage Venture,2022-03-06,5740000000,INR,75109643,Series C,112209643,USD,112209643
Flyhomes,https://www.crunchbase.com/organization/flyhomes,"Financial Services, FinTech, Real Estate","Seattle, Washington, United States",Flyhomes provides a real estate brokerage platform that helps clients through the entire home buying process.,https://www.flyhomes.com,2016-01-01,year,"Financial Services, Real Estate",501-1000,,,-0.4,-1.3,3.6,,,,,,,,,,,,0.9,45,0%,,,0%,71,"47,405","206,391.67",-16.77%,"667,582","112,242",20.21%,"Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,2022-11-09,,,,5,Late Stage Venture,2021-06-10,150000000,USD,150000000,Series C,310000000,USD,310000000
Yelp,https://www.crunchbase.com/organization/yelp,"Advertising, Apps, Internet, Mobile, Search Engine","San Francisco, California, United States",Yelp operates an online platform that connects people with local businesses.,http://yelp.com,2004-01-01,year,"Advertising, Apps, Internet Services, Mobile, Sales and Marketing, Software",5001-10000,YELP,https://www.crunchbase.com/ipo/yelp-ipo--910a455f,5.3,4.2,4,130939949,USD,130939949,41588086,USD,41588086,10205331,USD,10205331,7,Made Acquisitions,1.1,80,1.27%,7,"895,052",0%,98,"122,334,426","156,839,788.5",0.67%,749,1,0.13%,"San Francisco Bay Area, West Coast, Western US",$500M to $1B,Active,2020-04-09,35590721,USD,35590721,6,IPO,2010-01-27,25000000,USD,25000000,Series E,56000000,USD,56000000
Kaltura,https://www.crunchbase.com/organization/kaltura,"Developer APIs, Developer Tools, SaaS, Video on Demand, Video Streaming","New York, New York, United States",Kaltura develops video SaaS solutions for enterprises of all industries.,http://corp.kaltura.com,2006-06-01,day,"Content and Publishing, Media and Entertainment, Software, Video",501-1000,KLTR,https://www.crunchbase.com/ipo/kaltura-ipo--df0e5708,-0.4,5.9,6,,,,,,,,,,3,Made Acquisitions,0.4,46,0%,45,,0%,102,,,,,,,"Greater New York Area, East Coast, Northeastern US",$100M to $500M,Active,2023-01-04,,,,7,IPO,2016-08-08,50000000,USD,50000000,Series F,166100000,USD,166100000
Udayy,https://www.crunchbase.com/organization/udayy,"E-Learning, Education","Gurgaon, Haryana, India",Udayy is a live online learning platform for kids in class 1-5 focused on smart communication.,https://www.udayy.com/,2019-01-01,year,"Education, Software",11-50,,,-0.3,-0.2,0,,,,,,,,,,,,,6,0%,,,0%,10,"9,676",,,"1,875,883",,,Asia-Pacific (APAC),,Active,2022-06-01,,,,1,Seed,2021-01-18,2500000,USD,2500000,Seed,2500000,USD,2500000
Yotpo,https://www.crunchbase.com/organization/yotpo,"Content, E-Commerce, Marketing, Social Media Marketing","New York, New York, United States",Yotpo is an e-commerce marketing platform.,http://www.yotpo.com,2011-01-01,year,"Commerce and Shopping, Media and Entertainment, Sales and Marketing",251-500,,,0,0,2.5,,,,,,,,,,2,Made Acquisitions,1.3,47,0%,,,0%,62,"6,393,276","49,246,358.17",11.39%,"14,937",-997,-6.26%,"Greater New York Area, East Coast, Northeastern US",$10M to $50M,Active,,,,,11,,2021-09-09,30000000,USD,30000000,Corporate Round,436000000,USD,436000000
Fabric,https://www.crunchbase.com/organization/commonsense-robotics,"E-Commerce, Logistics, Retail, Robotics, Supply Chain Management","New York, New York, United States",Fabric enables retailers to offer same-day delivery at profitable unit economics with a network of micro-fulfillment centers.,https://getfabric.com,2015-01-01,year,"Commerce and Shopping, Hardware, Science and Engineering, Software, Transportation",251-500,,,-0.2,4.4,-0.2,,,,,,,,,,,,1.2,26,4%,,,0%,57,"4,386","10,648.5",86.24%,"3,047,272","-1,217,889",-28.55%,"Greater New York Area, East Coast, Northeastern US",$50M to $100M,Active,2022-07-13,,,,5,Late Stage Venture,2021-10-26,200000000,USD,200000000,Series C,336000000,USD,336000000
Voyage SMS,https://www.crunchbase.com/organization/Voyage-SMS,"E-Commerce, Mobile, SaaS, SMS, Software","Los Angeles, California, United States",Our flexible SMS marketing and message commerce platform empowers brands to drive revenue and grow + engage community at scale.,http://www.voyagesms.com/,2018-01-01,year,"Commerce and Shopping, Internet Services, Messaging and Telecommunications, Mobile, Software",11-50,,,-0.2,-0.7,-0.4,,,,,,,,,,1,Made Acquisitions,,14,-6.67%,,,0%,46,"3,015","9,242.83",-3.67%,"3,822,045","170,673",4.67%,"Greater Los Angeles Area, West Coast, Western US",,Active,,,,,5,,2022-02-03,10000000,USD,10000000,Venture - Series Unknown,10000000,USD,10000000
CaptivateIQ,https://www.crunchbase.com/organization/captivateiq,"Data Integration, Management Information Systems, SaaS, Sales, Software","San Francisco, California, United States",CaptivateIQ develops a sales compensation platform designed to help businesses leverage the power of incentives to motivate teams.,https://www.captivateiq.com,2017-01-01,year,"Data and Analytics, Information Technology, Sales and Marketing, Software",251-500,,,-0.3,-0.3,3.1,495333,USD,495333,82322,USD,82322,17390,USD,17390,,,0.7,28,-45.1%,,,0%,95,"34,416","47,622.17",12.87%,"829,382","-27,037",-3.16%,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,,130231,USD,130231,5,Late Stage Venture,2022-01-26,100000000,USD,100000000,Series C,164600000,USD,164600000
Lastline,https://www.crunchbase.com/organization/lastline,"Analytics, Network Security, Security, Software","Redwood City, California, United States",Lastline is a service provider that offers solutions and products for protecting businesses from malware.,http://www.lastline.com,2011-01-01,year,"Data and Analytics, Information Technology, Privacy and Security, Software",51-100,,,1.3,1.3,-0.5,5538725,USD,5538725,1759165,USD,1759165,431683,USD,431683,,Was Acquired,0.4,17,0%,,,0%,32,"3,240","6,265.83","6,380%","3,649,424","-6,797,250",-65.07%,"San Francisco Bay Area, Silicon Valley, West Coast",$10M to $50M,Active,2020-06-04,1505478,USD,1505478,6,M&A,2017-07-12,28500000,USD,28500000,Series C,52200000,USD,52200000
Shippo,https://www.crunchbase.com/organization/shippo,"B2B, E-Commerce, Logistics, Software, Supply Chain Management","San Francisco, California, United States",Shippo is a shipping platform that helps e-commerce companies manage their shipping operations.,https://goshippo.com,2013-01-01,year,"Commerce and Shopping, Other, Software, Transportation",251-500,,,0,-0.1,0.6,1103079,USD,1103079,350351,USD,350351,85973,USD,85973,,,1.1,47,0%,,,0%,52,"2,237,316","2,033,336.5",-3.53%,"36,591","2,373",6.93%,"San Francisco Bay Area, West Coast, Western US",$50M to $100M,Active,,299827,USD,299827,8,Late Stage Venture,2021-06-02,50000000,USD,50000000,Series E,154275000,USD,154275000
Gather,https://www.crunchbase.com/organization/gather-03c0,"Funerals, Social Media, Software, Video Streaming","Meridian, Idaho, United States",Gather is a software platform built specifically for live streaming on funeral homes.,https://gather.app/,2016-01-01,year,"Community and Lifestyle, Content and Publishing, Health Care, Internet Services, Media and Entertainment, Software, Video",1-10,,,-0.1,-0.5,-1.3,,,,,,,,,,,,,,,,,0%,75,"88,838","119,750.33",-10.46%,"424,843","50,198",13.4%,Western US,,Active,,,,,2,,2020-10-13,3999998,USD,3999998,Venture - Series Unknown,5038998,USD,5038998
Infarm,https://www.crunchbase.com/organization/infarm,"Agriculture, AgTech, Internet of Things, Machine Learning","Berlin, Berlin, Germany",Infarm builds and distributes efficient vertical farms throughout cities.,https://infarm.com,2013-01-01,year,"Agriculture and Farming, Artificial Intelligence, Data and Analytics, Internet Services, Software",251-500,,,-0.7,-1.5,-0.2,,,,,,,,,,,,2.1,16,-20%,,,0%,27,"20,461","31,372.67",-61.86%,"1,243,473","663,420",114.37%,European Union (EU),,Active,2022-11-29,,,,10,Late Stage Venture,2021-12-16,200000000,USD,200000000,Series D,604522397,USD,604522397
Khoros,https://www.crunchbase.com/organization/spredfast,"Enterprise Software, Information Technology, SaaS, Social Entrepreneurship, Social Media, Software","Austin, Texas, United States",Khoros is a customer engagement platform that turns siloed knowledge into enterprise value and customers into contributors.,https://khoros.com,2008-03-10,day,"Community and Lifestyle, Information Technology, Internet Services, Media and Entertainment, Software",251-500,,,-0.2,4.7,-0.1,,,,,,,,,,5,"Made Acquisitions, Was Acquired",2.1,43,2.38%,3,11,0%,40,"176,506","1,044,504.17",-11.49%,"257,068","30,723",13.57%,Southern US,$100M to $500M,Active,2022-10-21,,,,7,M&A,2021-01-04,,,,Private Equity,138100000,USD,138100000
Booking.com,https://www.crunchbase.com/organization/booking-com,"E-Commerce, Hotel, Information Technology, Leisure, Travel, Web Development","Amsterdam, Noord-Holland, The Netherlands","Founded in 1996, Booking.com is one of the world's leading digital travel companies, available in 40+ languages and 155,000+ destinations.",http://www.booking.com,1996-01-01,year,"Commerce and Shopping, Community and Lifestyle, Information Technology, Software, Travel and Tourism",10001+,,,0.7,4.6,0.4,,,,,,,,,,2,"Made Acquisitions, Was Acquired",1.3,119,0%,0,,0%,180,"366,605,190","412,611,682",-2.41%,217,29,15.43%,European Union (EU),$10B+,Closed,2022-11-01,,,,,M&A,,,,,,,,
Stay Alfred,https://www.crunchbase.com/organization/stay-alfred,"Hospitality, Rental, Vacation Rental","Spokane, Washington, United States",Stay Alfred offers hotel-style accommodations in high-end downtown apartment buildings in downtown locations.,https://www.stayalfred.com/,2010-01-01,year,"Commerce and Shopping, Real Estate, Travel and Tourism",101-250,,,0.2,-0.2,-0.1,34054,USD,34054,8213,USD,8213,1735,USD,1735,1,Made Acquisitions,0,15,0%,,,0%,13,,,,,,,"West Coast, Western US",$10M to $50M,Active,,12993,USD,12993,2,Early Stage Venture,2018-10-05,47000000,USD,47000000,Series B,62000000,USD,62000000
Freetrade,https://www.crunchbase.com/organization/freetrade-limited,"Financial Services, FinTech, Personal Finance, Wealth Management","London, England, United Kingdom",Freetrade is a challenger stockbroker that offers free share trading in mobile phones.,https://freetrade.io,2016-02-01,day,Financial Services,251-500,,,-0.3,-0.3,-0.7,,,,,,,,,,,,1.1,49,0%,,,0%,92,"366,124","474,345.67",-22.52%,"149,882","30,069",25.1%,,Less than $1M,Active,2022-06-10,,,,13,,2022-09-15,1733820,USD,1733820,Equity Crowdfunding,135522812,USD,135522812
Involves,https://www.crunchbase.com/organization/involves,Enterprise Software,"Florianópolis, Santa Catarina, Brazil","Disrupting retail execution with Involves Stage, the leading SaaS for retail execution monitoring and intelligence in Latin America.",http://www.involves.com,2009-06-01,day,Software,251-500,,,0.5,0.2,0.3,,,,,,,,,,2,Made Acquisitions,0,24,0%,,,0%,46,"3,148","12,429.5",-76.45%,"3,702,760","2,188,944",144.6%,Latin America,$10M to $50M,Active,,,,,1,,2020-02-05,23500000,BRL,5548734,Venture - Series Unknown,23500000,BRL,5548734
Thirty Madison,https://www.crunchbase.com/organization/thirty-madison,"Health Care, Personal Health, Pharmaceutical, Wellness","New York, New York, United States",Thirty Madison is a family of specialized healthcare brands creating exceptional outcomes for all.,https://www.thirtymadison.com,2017-01-01,year,Health Care,501-1000,,,-0.3,-0.5,-0.6,,,,,,,,,,1,Made Acquisitions,2,14,7.69%,,,0%,64,"35,304","78,487.67",-8%,"827,187","95,587",13.07%,"Greater New York Area, East Coast, Northeastern US",,Active,2022-08-18,,,,5,Late Stage Venture,2021-06-02,140000000,USD,140000000,Series C,209750000,USD,209750000
Calibrate,https://www.crunchbase.com/organization/calibrate-313f,"Health Care, Personal Health, Wellness","New York, New York, United States",Calibrate is a digital metabolic health business that is changing the way the world treats weight.,https://joincalibrate.com/,2020-06-01,month,Health Care,501-1000,,,0,1.3,-0.1,,,,,,,,,,,,0.7,,,,,0%,73,"169,503","310,517.83",-23.25%,"264,818","54,777",26.08%,"Greater New York Area, East Coast, Northeastern US",,Active,2022-08-01,,,,3,Early Stage Venture,2021-08-25,100000000,USD,100000000,Series B,127600000,USD,127600000
Notarize,https://www.crunchbase.com/organization/notarize,"Legal, Legal Tech, Software","Boston, Massachusetts, United States",Notarize is an on-demand remote electronic notary service that allows anyone to legally notarize a document online.,https://notarize.com/,2015-05-01,month,"Professional Services, Software",101-250,,,-0.3,-0.6,-0.6,,,,,,,,,,,,1.9,36,0%,2,"24,902",0%,81,"408,209","621,194.67",-26.76%,"138,320","32,449",30.65%,"Greater Boston Area, East Coast, New England",$1M to $10M,Active,2022-10-31,,,,9,Late Stage Venture,2022-03-27,,,,Secondary Market,213337968,USD,213337968
Koo App,https://www.crunchbase.com/organization/koo-app,"Apps, Internet, Social Media, Software","Bangalore, Karnataka, India",Koo App is an India-based social media platform that allows users to share audio and video.,https://www.kooapp.com,2020-03-01,month,"Apps, Internet Services, Media and Entertainment, Software",101-250,,,-0.2,-1.6,-0.1,,,,,,,,,,,,,17,13.33%,,,0%,49,"1,167,023","1,517,412.5",-78.08%,"61,831","44,849",264.1%,Asia-Pacific (APAC),$1M to $10M,Active,2022-09-06,,,,6,,2022-11-24,510800000,INR,6255537,Venture - Series Unknown,50773765,USD,50773765
AppLovin,https://www.crunchbase.com/organization/applovin,"Advertising, Developer Tools, Mobile, Mobile Apps","Palo Alto, California, United States",AppLovin is a mobile app technology company that provides developers with integrated solutions to grow their businesses.,https://www.applovin.com,2011-01-01,year,"Advertising, Apps, Mobile, Sales and Marketing, Software",501-1000,APP,https://www.crunchbase.com/ipo/applovin-ipo--c3dfee1b,-0.2,-0.7,-1,15677618,USD,15677618,4979398,USD,4979398,1221898,USD,1221898,9,Made Acquisitions,1.2,50,0%,0,,0%,36,"110,445,096","94,811,029.83",14.48%,846,-121,-12.51%,"San Francisco Bay Area, Silicon Valley, West Coast",$500M to $1B,Active,2022-06-30,4261325,USD,4261325,8,IPO,2022-03-09,185756691,USD,185756691,Post-IPO Equity,1570756691,USD,1570756691
Pacaso,https://www.crunchbase.com/organization/pacaso,"Marketplace, Property Management, Real Estate, Real Estate Investment, Residential","San Francisco, California, United States",Pacaso is a proptech company that modernizes the generations-old practice of co-owning a second home.,http://www.pacaso.com,2020-10-01,month,"Commerce and Shopping, Financial Services, Real Estate",101-250,,,-0.3,-0.7,-0.6,,,,,,,,,,,,,29,16%,,,0%,30,"91,045","126,306",12.14%,"417,437","-14,800",-3.42%,"San Francisco Bay Area, West Coast, Western US",$100M to $500M,Active,,,,,7,Late Stage Venture,2021-09-14,125000000,USD,125000000,Series C,1467000000,USD,1467000000
Workstream,https://www.crunchbase.com/organization/workstream-is,"Human Resources, Recruiting, SaaS, Software","San Francisco, California, United States","Workstream, Inc., through its subsidiaries, manufactures office furniture.",https://www.myworkstream.com,2017-01-01,year,"Administrative Services, Professional Services, Software",251-500,,,-0.1,1.1,-2.1,,,,,,,,,,,,0.7,,,,,0%,6,"6,440,127","5,713,869.17",-19.22%,"25,265","4,504",21.69%,"San Francisco Bay Area, West Coast, Western US",,Active,,,,,5,Early Stage Venture,2022-09-29,60000000,USD,60000000,Series B,118000000,USD,118000000
Blackbuck,https://www.crunchbase.com/organization/zinka-logistics,"Information Services, Logistics, Supply Chain Management, Transportation","Bengaluru, Karnataka, India",Blackbuck is an Indian logistics company that makes trucking simple for every shipper and trucker.,https://www.blackbuck.com,2015-01-01,year,"Information Technology, Transportation",1001-5000,,,-0.7,-1.1,1.8,,,,,,,,,,,,1.2,18,0%,9,"132,340",0%,77,"443,481","155,389.83",181.83%,"130,021","-138,903",-51.65%,Asia-Pacific (APAC),,Active,2020-04-16,,,,9,Late Stage Venture,2021-07-22,67000000,USD,67000000,Series E,363995198,USD,363995198
